 Format                 IAGA-2002                                    |
 Source of Data         EOST                                         |
 Station Name           Port-aux-Francais, Kerguelen Islands         |
 IAGA Code              PAF                                          |
 Geodetic Latitude      -49.353                                      |
 Geodetic Longitude     70.262                                       |
 Elevation              35                                           |
 Reported               XYZF                                         |
 Sensor Orientation     HDZF                                         |
 Digital Sampling       1 second                                     |
 Data Interval Type     Filtered 1-minute                            |
 Data Type              provisional                                  |
 # License: CC BY-NC 4.0                                             |
 # http://creativecommons.org/licenses/by-nc/4.0/                    |
 # For any enquiry, please contact: bcmt@unistra.fr                  |
 # Formulas for computing non-reported elements:                     |
 # H=SquareRoot(X*X+Y*Y), tan(D)=Y/X, tan(I)=Z/SquareRoot(X*X+Y*Y)   |
 # Vector and scalar 1-minute values are computed using the          |
 # INTERMAGNET gaussian filter which is centered on the minute round.|
 # These data are the result of clean variations with additionnal    |
 # constant baselines.                                               |
 # This data file was created using INTERMAGNET data                 |
 # from the Paris GIN. These data were acquired                      |
 # from an INTERMAGNET reported data file.                           |
 # Final data will be available on the INTERMAGNET DVD               |
 # Go to www.intermagnet.org for details on obtaining this product.  |
 # CONDITIONS OF USE: The conditions of use for data provided        |
 # through INTERMAGNET and acknowledgement templates can be found    |
 # at www.intermagnet.org                                            |
 # These data are for scientific/academic use.                       |
DATE       TIME         DOY     PAFX      PAFY      PAFZ      PAFF   |
2022-01-15 00:00:00.000 015     10040.72 -14708.27 -45890.46  49639.23
2022-01-15 00:01:00.000 015     10043.99 -14707.83 -45890.34  49640.17
2022-01-15 00:02:00.000 015     10045.58 -14706.76 -45890.56  49640.59
2022-01-15 00:03:00.000 015     10044.78 -14707.20 -45891.49  49642.28
2022-01-15 00:04:00.000 015     10044.52 -14705.83 -45892.56  49643.30
2022-01-15 00:05:00.000 015     10045.65 -14704.84 -45895.41  49648.16
2022-01-15 00:06:00.000 015     10047.87 -14707.18 -45897.42  49654.56
2022-01-15 00:07:00.000 015     10048.16 -14706.61 -45898.31  49656.23
2022-01-15 00:08:00.000 015     10048.86 -14705.79 -45899.70  49658.52
2022-01-15 00:09:00.000 015     10051.43 -14706.53 -45901.58  49663.31
2022-01-15 00:10:00.000 015     10052.85 -14708.63 -45902.97  49667.92
2022-01-15 00:11:00.000 015     10052.98 -14709.26 -45903.54  49669.60
2022-01-15 00:12:00.000 015     10054.61 -14709.53 -45903.91  49671.17
2022-01-15 00:13:00.000 015     10056.59 -14710.58 -45903.01  49670.97
2022-01-15 00:14:00.000 015     10057.33 -14713.17 -45901.44  49669.95
2022-01-15 00:15:00.000 015     10055.44 -14712.19 -45900.70  49667.23
2022-01-15 00:16:00.000 015     10054.58 -14710.31 -45901.90  49667.57
2022-01-15 00:17:00.000 015     10054.44 -14711.48 -45902.91  49670.23
2022-01-15 00:18:00.000 015     10052.55 -14715.71 -45902.12  49670.83
2022-01-15 00:19:00.000 015     10050.76 -14715.65 -45900.85  49667.69
2022-01-15 00:20:00.000 015     10050.10 -14715.01 -45900.55  49666.25
2022-01-15 00:21:00.000 015     10051.23 -14714.54 -45900.78  49666.82
2022-01-15 00:22:00.000 015     10052.44 -14713.25 -45900.90  49666.80
2022-01-15 00:23:00.000 015     10054.37 -14712.24 -45901.49  49667.89
2022-01-15 00:24:00.000 015     10053.21 -14710.97 -45902.78  49669.25
2022-01-15 00:25:00.000 015     10051.74 -14709.93 -45903.71  49669.79
2022-01-15 00:26:00.000 015     10051.10 -14711.51 -45903.81  49670.71
2022-01-15 00:27:00.000 015     10048.48 -14715.20 -45902.97  49670.50
2022-01-15 00:28:00.000 015     10046.63 -14714.91 -45901.65  49667.14
2022-01-15 00:29:00.000 015     10047.79 -14711.09 -45901.60  49664.97
2022-01-15 00:30:00.000 015     10050.88 -14710.56 -45901.64  49665.94
2022-01-15 00:31:00.000 015     10051.14 -14710.22 -45901.61  49665.88
2022-01-15 00:32:00.000 015     10050.43 -14708.74 -45902.00  49665.30
2022-01-15 00:33:00.000 015     10051.43 -14707.83 -45903.12  49667.09
2022-01-15 00:34:00.000 015     10051.37 -14707.46 -45905.19  49670.75
2022-01-15 00:35:00.000 015     10050.41 -14709.38 -45905.80  49672.89
2022-01-15 00:36:00.000 015     10049.98 -14709.72 -45905.47  49672.44
2022-01-15 00:37:00.000 015     10051.26 -14710.67 -45904.70  49672.00
2022-01-15 00:38:00.000 015     10051.95 -14712.19 -45904.52  49672.74
2022-01-15 00:39:00.000 015     10050.83 -14713.46 -45904.04  49672.34
2022-01-15 00:40:00.000 015     10049.42 -14712.77 -45903.07  49669.63
2022-01-15 00:41:00.000 015     10048.79 -14709.55 -45902.90  49667.08
2022-01-15 00:42:00.000 015     10048.98 -14707.78 -45903.52  49666.98
2022-01-15 00:43:00.000 015     10050.93 -14709.35 -45904.04  49669.56
2022-01-15 00:44:00.000 015     10052.26 -14712.32 -45904.10  49672.11
2022-01-15 00:45:00.000 015     10052.05 -14714.16 -45903.43  49672.08
2022-01-15 00:46:00.000 015     10050.66 -14715.19 -45902.79  49670.82
2022-01-15 00:47:00.000 015     10048.70 -14717.30 -45902.67  49671.00
2022-01-15 00:48:00.000 015     10046.85 -14719.88 -45902.11  49670.80
2022-01-15 00:49:00.000 015     10047.07 -14721.62 -45900.58  49669.18
2022-01-15 00:50:00.000 015     10047.78 -14719.83 -45899.53  49666.42
2022-01-15 00:51:00.000 015     10048.88 -14716.74 -45900.20  49665.96
2022-01-15 00:52:00.000 015     10051.46 -14717.36 -45901.30  49669.27
2022-01-15 00:53:00.000 015     10052.90 -14719.56 -45902.01  49672.65
2022-01-15 00:54:00.000 015     10052.80 -14721.78 -45902.15  49674.34
2022-01-15 00:55:00.000 015     10052.72 -14722.19 -45901.88  49674.18
2022-01-15 00:56:00.000 015     10052.17 -14721.64 -45901.96  49673.66
2022-01-15 00:57:00.000 015     10050.88 -14721.73 -45902.37  49674.04
2022-01-15 00:58:00.000 015     10049.61 -14721.31 -45902.50  49673.58
2022-01-15 00:59:00.000 015     10050.68 -14721.03 -45901.99  49672.85
2022-01-15 01:00:00.000 015     10052.84 -14719.59 -45901.72  49672.30
2022-01-15 01:01:00.000 015     10052.67 -14718.68 -45902.63  49673.29
2022-01-15 01:02:00.000 015     10052.72 -14719.29 -45903.28  49674.87
2022-01-15 01:03:00.000 015     10051.98 -14721.47 -45903.43  49676.26
2022-01-15 01:04:00.000 015     10050.50 -14721.15 -45902.98  49674.85
2022-01-15 01:05:00.000 015     10049.80 -14720.10 -45902.38  49672.78
2022-01-15 01:06:00.000 015     10050.10 -14719.38 -45902.27  49672.05
2022-01-15 01:07:00.000 015     10050.02 -14719.78 -45903.60  49674.69
2022-01-15 01:08:00.000 015     10050.72 -14721.61 -45904.00  49676.90
2022-01-15 01:09:00.000 015     10049.59 -14721.70 -45904.15  49676.96
2022-01-15 01:10:00.000 015     10049.13 -14721.95 -45904.91  49678.10
2022-01-15 01:11:00.000 015     10048.52 -14722.85 -45905.03  49678.83
2022-01-15 01:12:00.000 015     10046.01 -14722.78 -45905.09  49678.03
2022-01-15 01:13:00.000 015     10043.10 -14721.16 -45905.18  49676.01
2022-01-15 01:14:00.000 015     10039.72 -14720.51 -45905.95  49675.62
2022-01-15 01:15:00.000 015     10040.79 -14720.33 -45905.43  49675.07
2022-01-15 01:16:00.000 015     10039.21 -14716.90 -45906.12  49673.72
2022-01-15 01:17:00.000 015     10038.12 -14714.50 -45907.35  49673.94
2022-01-15 01:18:00.000 015     10036.29 -14713.59 -45908.79  49675.61
2022-01-15 01:19:00.000 015     10035.08 -14712.45 -45908.36  49673.74
2022-01-15 01:20:00.000 015     10030.66 -14714.25 -45907.92  49672.20
2022-01-15 01:21:00.000 015     10028.74 -14711.85 -45907.40  49669.12
2022-01-15 01:22:00.000 015     10026.97 -14711.03 -45908.36  49669.30
2022-01-15 01:23:00.000 015     10024.07 -14710.34 -45908.93  49669.16
2022-01-15 01:24:00.000 015     10023.36 -14708.60 -45908.65  49667.41
2022-01-15 01:25:00.000 015     10018.99 -14705.47 -45909.38  49665.04
2022-01-15 01:26:00.000 015     10016.00 -14703.38 -45910.16  49664.09
2022-01-15 01:27:00.000 015     10015.54 -14702.26 -45910.41  49663.68
2022-01-15 01:28:00.000 015     10016.75 -14700.43 -45910.49  49663.26
2022-01-15 01:29:00.000 015     10015.31 -14700.19 -45909.33  49660.52
2022-01-15 01:30:00.000 015     10013.08 -14700.07 -45907.28  49655.83
2022-01-15 01:31:00.000 015     10009.11 -14701.61 -45905.03  49650.80
2022-01-15 01:32:00.000 015     10006.58 -14700.08 -45904.11  49646.86
2022-01-15 01:33:00.000 015     10006.27 -14700.04 -45902.39  49643.78
2022-01-15 01:34:00.000 015     10000.87 -14699.97 -45901.78  49640.38
2022-01-15 01:35:00.000 015     10001.04 -14686.58 -45905.81  49639.48
2022-01-15 01:36:00.000 015     10013.41 -14686.60 -45907.33  49647.19
2022-01-15 01:37:00.000 015     10023.20 -14693.07 -45905.85  49652.54
2022-01-15 01:38:00.000 015     10015.04 -14695.35 -45903.56  49646.71
2022-01-15 01:39:00.000 015     10007.34 -14701.64 -45900.63  49641.92
2022-01-15 01:40:00.000 015     10001.65 -14704.88 -45898.53  49637.58
2022-01-15 01:41:00.000 015      9997.79 -14707.28 -45896.20  49632.99
2022-01-15 01:42:00.000 015      9994.96 -14710.11 -45893.63  49628.61
2022-01-15 01:43:00.000 015      9993.30 -14710.66 -45891.25  49623.64
